Date,Open,High,Low,Close,Volume
2024-12-10,246.0166627,247.3320007,244.4721425,246.8935547,36914800
2024-12-11,247.0828891,249.9128394,245.3888904,245.6180878,45205800
2024-12-12,246.0166634,247.8601254,244.8109369,247.0828857,32777500
2024-12-13,246.9433726,248.4081586,245.3689598,247.2522736,33155300
2024-12-16,247.1127786,250.4907864,246.7739698,250.1519775,51694800
2024-12-17,249.1953766,252.9321115,248.8964348,252.5833435,51356400
2024-12-18,251.2680237,253.3805197,246.8636607,247.1725616,56774100
2024-12-19,246.6245098,251.1085918,246.2159564,248.9064026,60882300
2024-12-20,247.1626014,254.0979885,244.8209232,253.589798,147495300
2024-12-23,253.8688036,254.7456804,252.5534655,254.3670349,40858800
2024-12-24,254.5862615,257.2966261,254.3869568,257.2866821,23234700
2024-12-26,257.2766787,259.1799259,256.7186621,258.1037292,27237100
2024-12-27,256.9179492,257.7848972,252.1648333,254.6858826,42355300
2024-12-30,251.337754,252.6032657,249.8629936,251.3078613,35557500
2024-12-31,251.5470232,252.3840481,248.547661,249.5341644,39480700
2025-01-02,248.0494437,248.2188557,240.9646088,242.9874268,55740700
2025-01-03,242.4991608,243.3162523,241.0343594,242.4991608,40244100
2025-01-06,243.4457849,246.4551063,242.3397108,244.1333466,45045600
2025-01-07,242.120491,244.6814073,240.4962672,241.3532257,40856000
2025-01-08,241.0642368,242.8479134,239.2008566,241.8414764,37628900
2025-01-10,239.1610023,239.3104808,232.1758044,236.0121918,61710900
2025-01-13,232.7039289,233.8398957,228.9074085,233.5708466,49630700
2025-01-14,233.9196048,235.2847537,231.6476712,232.4548035,39435300
2025-01-15,233.8099793,238.114705,233.6007155,237.0285492,39832000
2025-01-16,236.5104175,237.1680713,227.2233783,227.4525604,71759100
2025-01-17,231.2989028,231.4682997,227.6717794,229.1664734,68488300
2025-01-21,223.207622,223.6261345,218.6039697,221.8524323,98070400
2025-01-22,219.0125209,223.327206,219.0125209,223.0382385,64126500
2025-01-23,223.9450322,226.2269251,221.5136608,222.8688507,60234800
2025-01-24,223.9848686,224.8318679,220.6267944,221.9919434,54697900
2025-01-27,223.2275673,231.3287983,223.1877003,229.0469055,94863400
2025-01-28,230.0334137,239.3403714,229.9935467,237.4171906,75707600
2025-01-29,233.2918209,239.0115217,233.1822094,238.5132904,45486100
2025-01-30,237.8257237,239.9382195,236.3708968,236.7495422,55658300
2025-01-31,246.3156114,246.3156114,232.6142496,235.1651917,100959800
2025-02-03,229.1764371,231.0099246,224.901604,227.2034302,73063300
2025-02-04,226.4461309,232.305336,225.8482472,231.9765015,45067300
2025-02-05,227.7216243,231.8469793,227.4625494,231.6476898,39620300
2025-02-06,230.4718387,232.9729697,229.6148802,232.3950195,29925300
2025-02-07,231.7772036,233.1722451,226.4560818,226.8247833,39707200
2025-02-10,229.0094413,230.0269397,226.6452181,227.0941162,33115600
2025-02-11,227.6427962,234.6556297,227.572975,232.052002,53718400
2025-02-12,230.6354574,236.3814025,230.1167229,236.2916107,45243300
2025-02-13,236.3315323,241.7482663,234.9948078,240.9402466,53614100
2025-02-14,240.6609205,244.9504238,240.4015608,244.0027466,40896200
2025-02-18,243.5538362,244.58132,241.2494791,243.8730621,48822500
2025-02-19,244.0626008,245.4092952,242.5662634,244.2720795,32204200
2025-02-20,244.3419101,246.1774136,243.6934882,245.2297363,32316900
2025-02-21,245.3494414,248.0827564,244.6212282,244.9504242,53197400
2025-02-24,244.3319283,248.2523401,243.8231791,246.4966431,51326400
2025-02-25,247.3944455,249.3895619,244.3119941,246.4367828,48013300
2025-02-26,243.7333938,244.3818005,238.5460942,239.7730865,44433600
2025-02-27,238.8254142,241.8679698,236.4811463,236.7205658,41153600
2025-02-28,236.371422,241.4988708,229.6379039,241.2494812,56833400
2025-03-03,241.1995896,243.4341254,235.5334663,237.4487762,47184000
2025-03-04,237.1295801,239.4838182,234.1069645,235.3539124,53798100
2025-03-05,234.845157,235.9724027,228.6702691,235.1643829,47227600
2025-03-06,233.8675601,237.2792075,232.5906868,234.7553864,45170400
2025-03-07,234.5359146,240.7806236,234.1867631,238.4862518,46273600
2025-03-10,234.9648623,235.5833588,223.6725109,226.9245453,72071200
2025-03-11,223.2635153,225.2885574,216.919044,220.300766,76137400
2025-03-12,219.6024677,221.2085371,214.3852424,216.4501801,62547500
2025-03-13,215.4227093,216.3105355,207.9110966,209.1680145,61368300
2025-03-14,210.7341835,213.4275878,209.068263,212.9687195,60107600
2025-03-17,212.7891451,214.694485,209.4573043,213.4774628,48073400
2025-03-18,213.6370661,214.6246389,210.9735875,212.1706543,42432400
2025-03-19,213.6969181,218.2258257,213.2280646,214.7144318,54385400
2025-03-20,213.4674927,216.9589465,211.7018104,213.5772247,48862900
2025-03-21,211.0434079,218.3056303,210.7640928,217.73703,94127800
2025-03-24,220.4603698,220.9391935,218.0462807,220.1910248,44299500
2025-03-25,220.2309397,223.5528105,219.5426221,223.2036591,34493600
2025-03-26,222.9642204,224.4705429,219.9316502,220.9890594,34466100
2025-03-27,220.8494059,224.4406215,220.0214308,223.3034058,37094800
2025-03-28,221.128734,223.2635081,217.1484711,217.3679352,39818600
2025-03-31,216.4801074,225.0690845,215.7020132,221.587616,65299300
2025-04-01,219.2732679,223.1338133,218.3654863,222.6450195,36412700
2025-04-02,220.7795908,224.6401362,220.4803203,223.3433075,35905900
2025-04-03,205.0381157,206.9833664,200.7585975,202.6938629,103419000
2025-04-04,193.4165692,199.3919486,186.8825596,187.9200287,125910900
2025-04-07,176.7673142,193.6759231,174.1936122,181.016922,160466300
2025-04-08,186.2441236,189.8752351,168.7968394,171.9989929,120859500
2025-04-09,171.5301312,200.1201531,171.4702801,198.3644562,184395900
2025-04-10,188.608353,194.3044024,182.5531669,189.9550476,121880000
2025-04-11,185.6455887,199.0527583,185.6056779,197.666153,87435900
2025-04-14,210.923715,212.4200524,200.6688176,202.0254974,101352900
2025-04-15,201.3671082,203.0130733,199.3121407,201.6464233,51343900
2025-04-16,197.8756485,200.2099311,191.9002693,193.795639,59732400
2025-04-17,196.7184875,198.3445123,193.9452767,196.4990234,52164700
2025-04-21,192.7980712,193.3267759,189.3465133,192.6883392,46742500
2025-04-22,195.6411176,201.0977624,195.49149,199.2522888,52976400
2025-04-23,205.4970089,207.4921255,202.3048254,204.1004333,52929200
2025-04-24,204.3897076,208.3200895,202.4444721,207.8612061,47311000
2025-04-25,205.8660839,209.2378355,205.6965008,208.7689819,38222300
2025-04-28,209.4872345,210.9835719,206.9534433,209.6268921,38743100
2025-04-29,208.180424,211.7217586,207.861198,210.6942749,36827600
2025-04-30,208.7889416,213.0584896,206.1653585,211.9811249,52286500
2025-05-01,208.5694808,214.0360958,208.3899124,212.7991333,57365700
2025-05-02,205.5867704,206.4845819,201.6663739,204.848587,101010600
2025-05-05,202.6040848,203.601643,197.7260256,198.4043579,69018500
2025-05-06,197.7260133,200.1600424,196.5389166,198.0252686,51216500
2025-05-07,198.6836659,198.9530108,192.7781231,195.7707977,68536700
2025-05-08,197.2372161,199.5615286,194.2046305,197.007782,50478900
2025-05-09,198.5140959,200.050329,197.0576541,198.0452423,36453900
2025-05-12,210.7308445,211.0305075,206.5156271,210.5510406,63775800
2025-05-13,210.1914479,213.1580823,208.7630763,212.6886139,51909300
2025-05-14,212.1891719,213.6974699,210.3412783,212.0892944,49325800
2025-05-15,210.7108634,212.7185946,209.3024582,211.2102966,45029500
2025-05-16,212.1192669,212.3290356,209.5322066,211.0205078,54737900
2025-05-19,207.6743108,209.2425231,204.0284394,208.5433197,46140500
2025-05-20,207.4345829,208.233679,204.7975762,206.6255035,42496600
2025-05-21,204.9374111,206.8052864,200.4824757,201.8609009,59211800
2025-05-22,200.4824721,202.5201527,199.4736073,201.1317291,46742400
2025-05-23,193.4504527,197.475883,193.2406993,195.048645,78432900
2025-05-27,198.075209,200.5124455,197.2061849,199.9830475,56288500
2025-05-28,200.3626003,202.5001737,199.67338,200.1927948,45339700
2025-05-29,203.3492174,203.5789524,198.2849576,199.7233276,51396800
2025-05-30,199.1439813,201.7310567,196.5569211,200.6223145,70819900
2025-06-02,200.0529556,201.9008645,199.8931333,201.471344,35423300
2025-06-03,201.1217445,203.5389992,200.7321872,203.039566,46381600
2025-06-04,202.6799822,206.0062091,201.8709029,202.5900879,43604000
2025-06-05,203.2693144,204.5178974,199.9231058,200.4025726,55126100
2025-06-06,202.7698723,205.4668084,201.8209523,203.6888275,46607700
2025-06-09,204.1583036,205.7664791,199.7932623,201.2216339,72862600
2025-06-10,200.3726011,204.11835,200.3426363,202.4402466,54672600
2025-06-11,203.2693075,204.2681739,198.1850813,198.554657,60989900
2025-06-12,198.854323,199.4536337,197.1362716,198.9741821,43904600
2025-06-13,199.5035754,200.1428493,195.4781451,196.2272949,51447300
2025-06-16,197.0763429,198.4647666,196.3371763,198.1950684,43020700
2025-06-17,196.976442,198.1650954,194.9887077,195.4182129,38856200
2025-06-18,195.7178734,197.3460304,194.8488645,196.3571472,45394700
2025-06-20,198.0152748,201.4713439,196.6368343,200.7721405,96813500
2025-06-23,201.4014334,202.0706721,198.734462,201.2715759,55814300
2025-06-24,202.3603343,203.2093768,199.9730443,200.072937,54064000
2025-06-25,201.2216365,203.4391212,200.3925756,201.3315125,39525700
2025-06-26,201.2016457,202.4102807,199.233893,200.7721405,50799100
2025-06-27,201.6611301,202.9896242,199.7732733,200.8520508,73188600
2025-06-30,201.7809871,207.154893,199.0341046,204.9374084,91912800
2025-07-01,206.4357062,209.95172,205.9063082,207.5844116,78788900
2025-07-02,208.6731759,213.0981466,207.9040446,212.199173,67941800
2025-07-03,211.9095003,214.4066663,211.5698893,213.3079224,34955800
2025-07-07,212.4388913,215.9848699,208.5633001,209.7119904,50229000
2025-07-08,209.8618364,211.1903153,208.2136977,209.7719269,42848900
2025-07-09,209.2924745,211.0904371,206.9850956,210.90065,48749400
2025-07-10,210.2713495,213.2379838,209.7918979,212.1692047,44443600
2025-07-11,210.3312963,211.8895254,209.6220945,210.9206238,39765800
2025-07-14,209.6920117,210.6709117,207.3047216,208.3834991,38840100
2025-07-15,208.9828312,211.6498027,208.6831683,208.8729553,42296300
2025-07-16,210.0616089,212.1592192,208.403487,209.9217682,47490500
2025-07-17,210.3313009,211.5599023,209.3524009,209.7819214,48068100
2025-07-18,210.6309514,211.5499066,209.4622795,210.9405975,48974600
2025-07-21,211.8595616,215.5353825,211.3900932,212.2391205,51377400
2025-07-22,212.8983857,214.7063315,211.9894136,214.1569519,46404100
2025-07-23,214.7562691,214.9060929,212.1692088,213.9072266,46989300
2025-07-24,213.6575104,215.4454897,213.2879347,213.5176697,46022600
2025-07-25,214.4566052,214.9960016,213.1580759,213.6375427,40268800
2025-07-28,213.7873762,214.606454,212.8184746,213.8073578,37858000
2025-07-29,213.9371919,214.5664826,210.5810155,211.0305023,51411700
2025-07-30,211.6597788,212.1492288,207.4845247,208.8130188,45512500
2025-07-31,208.2536568,209.6021172,206.9251627,207.3347015,80698400
2025-08-01,210.6309551,213.3378897,201.2715817,202.150589,104434500
2025-08-04,204.278165,207.6443552,201.4513713,203.1194916,75109300
2025-08-05,203.1694082,205.1072114,201.9308237,202.6899567,44155100
2025-08-06,205.3968981,215.1358453,205.3569349,213.008255,108483100
2025-08-07,218.6318731,220.5996411,216.3344775,219.7805634,90224800
2025-08-08,220.5796657,230.738135,219.001455,229.0900116,113854000
2025-08-11,227.9199982,229.5599976,224.7599945,227.1799927,61806100
2025-08-12,228.0099945,230.8000031,227.0700073,229.6499939,55626200
2025-08-13,231.0700073,235,230.4299927,233.3300018,69878500
2025-08-14,234.0599976,235.1199951,230.8500061,232.7799988,51916300
2025-08-15,234,234.2799988,229.3399963,231.5899963,56010500
2025-08-18,231.7799988,233.1199951,231.3399963,232.5480042,6387120
